,root,category,branch,language,questionable,reflex,meaning,notes,expanded_notes,original_text
5834,*perk̑-{1},amphidynamic root-present,Baltic,lit.,false,peršė́ti,stechend schmerzen,2,"2: Zur Semantik s. HAMP, l.c. 87; GRIEPENTROG, l.c. 198-9; vgl. noch lit. (lexikal.) praparšas ‘Graben’.",lit. 3s per̃šti (peršė́ti) ‘stechend schmerzen’{2}
5835,*perk-{1},root aorist,Indic,ved.,false,apr̥kta,hat gemischt,3,"3: Dazu aktiver Konj. párcas RV 7,100,2; im Medium später umgebildet zum s-Aorist pr̥kṣ-,vgl. NARTEN 173.",ved. apr̥kta ‘hat gemischt’{3}
5836,*perk-{1},nasal-infix present,Indic,ved.,false,pr̥ṇákṣi,"füllst, sättigst, mischst",,,"ved. pr̥ṇákṣi ‘füllst, sättigst, mischst’"
5837,*perk-{1},zero-grade é-present,Italic,"""parcō""","""sparen","""false""","schonen""","""3a""","""3a""","[lat. parcō, -ere ‘sparen, schonen’{3a}"
5838,*perk-{1},sk̑é-present,Italic,lat.,false,com-pescō,"einschließen; bezähmen, unterdrücken",5,"5: Dazu Antonym dis-pescere ‘trennen’; mit sekundärer R(e) zur Differenzierung von poscere < *pr̥k̑-sk̑é- (s. *prek̑) oder „geschwächt“ aus *-parsc° < *-park-sk° mit Reduktionsstufe *park-; semantisch von den Präverbien abhängig: ‘einschließen (→ bezähmen)’ aus ‘zusammenfüllen (im Pferch)’: vgl. ved. sám parc- ‘vereinigen mit’, ví parc- ‘trennen’. – {5a} < *persketōd, mit sekundärer R(e) wie im Lat; ‘schieben’ aus ‘(in den Pferch) drängen’, dies aus ‘(den Pferch) anfüllen’. – {5b} Eher Fut. I *-park-sk-es-ter mit „Schwächung“ e > u als Fut. II, das sonst analytisch gebildet wird. Bed *‘versammeln’ (aus ‘zusammenfüllen’, s. Anm. 5) zu ‘(in der Versammlung) beraten’ wie bei lat. cōnsulere (s. *selh₁-); osk. komparakiuf (*-iōns) entspricht lat. cōnsilium.","[lat. com-pescō, -ere ‘einschließen; bezähmen, unterdrücken’{5}; [umbr. pustra perstu ‘soll zurückschieben’{5a}, [osk. com-parascuster ‘wird beraten werden’{5b}"
5839,*perk-{1},sk̑é-present,Italic,umbr.,false,pustra perstu,soll zurückschieben,5a,5a,"[lat. com-pescō, -ere ‘einschließen; bezähmen, unterdrücken’{5}; [umbr. pustra perstu ‘soll zurückschieben’{5a}, [osk. com-parascuster ‘wird beraten werden’{5b}"
5840,*perk-{1},sk̑é-present,Italic,osk.,false,com-parascuster,wird beraten werden,5b,5b,"[lat. com-pescō, -ere ‘einschließen; bezähmen, unterdrücken’{5}; [umbr. pustra perstu ‘soll zurückschieben’{5a}, [osk. com-parascuster ‘wird beraten werden’{5b}"
5841,*perk-{1},perfect,Indic,ved.,false,sám papr̥cyām,möchte ich vereinigen,5c,5c,"?ved. sám papr̥cyām ‘möchte ich vereinigen’, ví papr̥cyāt ‘möge unterscheiden’{5c}"
5842,*perk-{1},perfect,Indic,ved.,false,ví papr̥cyāt,möge unterscheiden,,,"?ved. sám papr̥cyām ‘möchte ich vereinigen’, ví papr̥cyāt ‘möge unterscheiden’{5c}"
5843,*perk-{1},perfect,Italic,lat.,false,pepercī,"sparte, schonte",,,"?[lat. pepercī ‘sparte, schonte’; [umbr. 3s Fut. ex. postro peperscust ‘wird zurückgeschoben haben’{5d}"
5844,*perk-{1},perfect,Italic,umbr.,false,peperscust,wird zurückgeschoben haben,5d,5d,"?[lat. pepercī ‘sparte, schonte’; [umbr. 3s Fut. ex. postro peperscust ‘wird zurückgeschoben haben’{5d}"
5845,*perk-{1},reduplicated present,Indic,ved.,false,sám pipr̥gdhi,vereinige!,6,6: Vgl. JOACHIM 109.,"ved. sám pipr̥gdhi RV 10,11,11 ‘vereinige!’{6}"
5846,*perk-{1},R(e)-e-present,Celtic,mir.,false,ercaid,füllt,4,4: Zweifelhaft nach WALDE-HOFMANN II 372.,mir. ercaid ‘füllt’{4}
5847,*perk-{1},s-aorist,Indic,ved. (AV),false,ápi aprāk,hat beigemischt,7,"7: Für Wurzelaor. *apar(k), vgl. NARTEN 173.",ved. (AV) ápi aprāk ‘hat beigemischt’{7}
5848,?*pert-{1},full-grade e-present,Iranian,jav.,false,parətəṇte,sie kämpfen,2,"2: Die handschriftliche Überlieferung spricht (gegen GELDNERs Ausgabe und KELLENS, Verbe 40) eher für arə als ərə; vgl. HINTZE 243 mit Anm. 18.",jav. parətəṇte ‘sie kämpfen’{2}
5849,?*pert-{1},perfect,Iranian,jav.,false,pāpərətāna-,im Kampf befindlich,3,"3: KÜMMEL, Perfekt 648.",jav. pāpərətāna- ‘im Kampf befindlich’{3}
5850,*pesd-{1},full-grade e-present,Italic,lat.,false,pēdō,furzen,,,"lat. pēdō, -ere ‘furzen’"
5851,*pesd-{1},full-grade e-present,Baltic,lit.,false,bezdù,fisten,2,2: Mit b nach der R(z).,"lit. bezdù, (bezdė́ti) ‘fisten’{2}"
5852,*pesd-{1},full-grade e-present,Baltic,lit.,false,bezdė́ti,fisten,,,"lit. bezdù, (bezdė́ti) ‘fisten’{2}"
5853,*pesd-{1},full-grade éi̯e-present,Greek,gr.,false,βδέω,"furze leise, fiste",3,3: Allerdings spricht Aor. βδέσαι (wenn nicht sekundär) für eine (nominale?) Basis *bdes-.,"?gr. βδέω ‘furze leise, fiste’{3}"
5854,*pesd-{1},full-grade éi̯e-present,Slavic,slov.,false,pəzdím,fisten,4,"4: Sekundär in die ě/i-Klasse eingegliedert; auch mit assimiliertem b in russ. bzdet', čech. bzdíti.","[slov. (+) pəzdím, (pəzd ti) ‘fisten’{4}"
5855,*pesd-{1},full-grade éi̯e-present,Slavic,slov.,false,pəzd ti,fisten,4,"4: Sekundär in die ě/i-Klasse eingegliedert; auch mit assimiliertem b in russ. bzdet', čech. bzdíti.","[slov. (+) pəzdím, (pəzd ti) ‘fisten’{4}"
5856,*pesd-{1},perfect,Italic,lat.,false,pepēdī,furzte,,,lat. pepēdī ‘furzte’
5857,*peth₁-{1},root aorist,Greek,gr.,false,"καταπτήτην Il. 8,136 ‘sie prallten nieder’{2}",,2,"2: Mit sekundärer Vollst. II ptē-, die zur R(z) pte- gebildet ist nach dem Vorbild von *ptā- : pta- von *peth₂-, wo wiederum Analogie nach z.B. *stā- : *sta- (s. *steh₂-) vorliegt. –","[gr. καταπτήτην Il. 8,136 ‘sie prallten nieder’{2}, [dor. äol. ἔπετον, [ion. att. ἔπεσον ‘fiel’{3}"
5858,*peth₁-{1},root aorist,Greek,dor.,false,äol. ἔπετον,,,,"[gr. καταπτήτην Il. 8,136 ‘sie prallten nieder’{2}, [dor. äol. ἔπετον, [ion. att. ἔπεσον ‘fiel’{3}"
5859,*peth₁-{1},root aorist,Greek,ion.,false,att. ἔπεσον,fiel,3,3: Ion. att. nach dem Futur umgebildet.,"[gr. καταπτήτην Il. 8,136 ‘sie prallten nieder’{2}, [dor. äol. ἔπετον, [ion. att. ἔπεσον ‘fiel’{3}"
5860,*peth₁-{1},i-reduplicated thematic present,Greek,gr.,false,πῑ́πτω,falle,4,4: Die Länge des Reduplikationsvokals ist unerklärt.,gr. πῑ́πτω ‘falle’{4}
5861,*peth₁-{1},full-grade e-present,Indic,ved.,false,pátati,fliegt,5,"5: Ved. pátati (und av. pataiti) kann trotz seiner Bedeutung nicht zu *peth₂- gestellt werden, da dieses im Ved. †pathati ergeben hätte, vgl. GOTŌ 205410; KÜMMEL, Perfekt 295.",ved. pátati ‘fliegt’{5}
5862,*peth₁-{1},full-grade e-present,Iranian,jav.,false,pataiti,"fliegt, eilt",,,"jav. pataiti ‘fliegt, eilt’"
5863,*peth₁-{1},perfect,Indic,ved.,false,paptima,wir sind geflogen,5a,5a,ved. paptima ‘wir sind geflogen’{5a}
5864,*peth₁-{1},perfect,Greek,gr.,false,πεπτεώς,geduckt,6,6: Daneben πεπτηώς mit metrisch bedingtem η. –,"gr. hom. πεπτεώς ‘geduckt’{6}, [att. πέπτωκα ‘bin gefallen’{7}"
5865,*peth₁-{1},perfect,Greek,att.,false,πέπτωκα,bin gefallen,7,7: Umgebildet nach Aor. ptē-.,"gr. hom. πεπτεώς ‘geduckt’{6}, [att. πέπτωκα ‘bin gefallen’{7}"
5866,*peth₁-{1},iterative,Indic,ved.,false,patáyati,fliegt umher,7a,7a,ved. patáyati ‘fliegt umher’{7a}
5867,*peth₁-{1},s-desiderative,Greek,gr.,false,πεσέομαι,werde fallen,8,"8: < *petsee- als sog. „dorisches Futur“ mit Restitution des Futurzeichens -s- aus *petee- < *peth₁-s-e-; Nebenformen bei Homer mit -σσ- < (*-ts-), wie sie WACKERNAGEL, KZ 30 (1890) 313ff. erwarten würde (vgl. HARÐARSON 185131 mit weiterer Lit.), konnten nicht auftreten, da als äol. Futurform aus Aor. ἔπετον metrisch gleichwertiges *πετέομαι zu erschließen ist (R. L.).",[gr. hom. ion. att. πεσέομαι ‘werde fallen’{8}
5868,*peth₁-{1},reduplicated aorist,Indic,ved.,false,apaptat,ist geflogen,9,"9: Nach BENDAHMAN 200-1 mit Lit. aus dem Perfekt entstanden; denkbar wäre auch eine alte iterativ-komplexive Bildung, auch wenn diese Funktion synchron nicht mehr nachweisbar ist.",ved. apaptat ‘ist geflogen’{9}
5869,*peth₁-{1},causative,Indic,ved.,false,pātáyati,"läßt fliegen, läßt fallen",,,"ved. pātáyati ‘läßt fliegen, läßt fallen’"
5870,*peth₁-{1},causative,Iranian,jav.,false,us-pataiieni,will herausgehen lassen,,,"jav. us-pataiieni Yt. 19,44 ‘will herausgehen lassen’"
5871,1.*peth₂-{1},root aorist,Greek,gr.,false,ἐπέτασ(σ)α,"breitete aus, öffnete",2,2: Umbildung aus Wurzelaorist nach HARÐARSON 185133.,"[gr. ἐπέτασ(σ)α ‘breitete aus, öffnete’{2}"
5872,1.*peth₂-{1},nasal-infix present,Greek,gr.,false,πίτνημι,"breite aus, öffne",3,"3: Mit Stützvokal i für *pₑtn°, vgl. HARÐARSON 182119.","[gr. πίτνημι ‘breite aus, öffne’{3}"
5873,1.*peth₂-{1},nasal-infix present,Italic,lat.,false,"pandō, -ere","ausbreiten, öffnen",,,"[lat. pandō, -ere ‘ausbreiten, öffnen’; [osk. 3p Konj. Ipf. patensíns ‘sie mögen öffnen’{4}"
5874,1.*peth₂-{1},nasal-infix present,Italic,osk.,false,patensíns,sie mögen öffnen,4,"4: Zur Entwicklung von lat. pandō und osk. patensíns aus einem athem. Nasalpräsens-Paradigma vgl. RIX, GS KURYŁOWICZ 405 mit Lit.","[lat. pandō, -ere ‘ausbreiten, öffnen’; [osk. 3p Konj. Ipf. patensíns ‘sie mögen öffnen’{4}"
5875,1.*peth₂-{1},essive,Italic,lat.,false,pateō,"offenstehen, sich erstrecken",,,"[lat. pateō, -ēre ‘offenstehen, sich erstrecken’"
5876,1.*peth₂-{1},nu-present,Greek,gr.,false,πετάννυμι,"breite aus, öffne",5,5: Analogisch zum Aor. πετάσ(σ)αι.,"gr. att. πετάννυμι ‘breite aus, öffne’{5}"
5877,1.*peth₂-{1},perfect,Greek,gr.,false,πέπταται,"ist ausgebreitet, steht offen",,,"gr. πέπταται ‘ist ausgebreitet, steht offen’"
5878,2.*peth₂-,root aorist,Armenian,arm.,false,ən-tʽacʽaw,lief,2,"2: Falls Weiterbildung zu einem *tʰa- < *pth₂-, vgl. KLINGENSCHMITT 115.",?[arm. ən-tʽacʽaw ‘lief’{2}
5879,2.*peth₂-,root aorist,Greek,gr.,false,ἔπτατο,flog auf,3,"3: Daneben auch thematisiert ἔπτετο; Aktiv ἔπτην usw. ist erst seit Hesiod belegt und stellt (wie φθη- : φθα-, s. Anm. 5 zu *dʰegʷʰh₂-) eine Neuerung nach dem Muster sth- : sta- dar (s. *steh₂-), vgl. HARÐARSON 15328, 185.",gr. ἔπτατο ‘flog auf’{3}
5880,2.*peth₂-,nasal-infix present,Armenian,arm.,false,ən-tʽanam,laufe,4,"4: Med. zu einem Akt. *‘zum Laufen bringen’, könnte auch Neubildung zum Aor. ən-tʽacʽ- sein, vgl. KLINGENSCHMITT 114-5.",arm. ən-tʽanam ‘laufe’{4}
5881,2.*peth₂-,full-grade e-present,Greek,gr.,false,πέτομαι,fliege,,,"gr. πέτομαι ‘fliege’, [(Pi.+) πέταμαι{5}"
5882,2.*peth₂-,full-grade e-present,Greek,gr.,false,πέταμαι,,5,"5: Nach RIX, GS SCHINDLER §2.1. aus umgefärbtem *peth₂-a- < *peth₂-e-; nach FRISK II 522viell. analogisch zu Aorist πτάσθαι wie πτέσθαι : πέτομαι. Oder liegt hier der Rest eines akrodyn. Präsens *pḗth₂-, Med. *péth₂- vor, das sonst thematisiert wurde (M. K.)?","gr. πέτομαι ‘fliege’, [(Pi.+) πέταμαι{5}"
5883,2.*peth₂-,full-grade e-present,Italic,lat.,false,petō,"zu erreichen suchen, eilen, streben, erbitten",6,"6: Könnte formal auch zu *peth₁- ‘fallen’ gehören, semantisch liegt aber vielleicht die Zuord-nung zu *peth₂- ‘fliegen’ näher, in dem Sinne ‘fliegen auf etwas’.","lat. petō, -ere ‘zu erreichen suchen, eilen, streben, erbitten’{6}"
5884,2.*peth₂-,full-grade e-present,Celtic,akymr.,false,hedant,sie fliegen,,,"akymr. hedant ‘sie fliegen’, mkymr. eh-ed- ‘fliegen’"
5885,2.*peth₂-,full-grade e-present,Celtic,mkymr.,false,eh-ed-,fliegen,,,"akymr. hedant ‘sie fliegen’, mkymr. eh-ed- ‘fliegen’"
5886,2.*peth₂-,iterative,Greek,gr.,false,ποτάομαι,fliege hin und her,,,gr. ποτάομαι ‘fliege hin und her’
5887,2.*peth₂-,iterative,Celtic,mkymr.,false,odi,werfen,7,"7: 3s abs. ottid, in Komposita -yt; < *oti-, vgl. SCHULZE-THULIN §159 s.v. *ot-i-, auch zur Bdtg. ‘werfen’; Suffix *-ei̯e- > *-i- restituiert für *(h₂)-ai̯e- (M. K.).",mkymr. odi ‘werfen’{7}
5888,2.*peth₂-,iterative,Greek,gr.,false,πωτάομαι,fliege umher,,,gr. πωτάομαι ‘fliege umher’
5889,*peu̯g/g̑-{1},nasal-infix present,Italic,,,,,,,"lat. pungō, -ere ‘stechen, verletzen’"
5890,*peu̯g/g̑-{1},nasal-infix present,Italic,lat.,false,pungō,"stechen, verletzen",,,"lat. pungō, -ere ‘stechen, verletzen’"
5891,*peu̯g/g̑-{1},nasal-infix present,Italic,lat.,false,-ere,"stechen, verletzen",,,"lat. pungō, -ere ‘stechen, verletzen’"
5892,*peu̯g/g̑-{1},nasal-infix present,Italic,,,,,,,"lat. pungō, -ere ‘stechen, verletzen’"
5893,*peu̯g/g̑-{1},perfect,Italic,lat.,false,pepugī,"stach, verletzte",,,"lat. pepugī, pupugī ‘stach, verletzte’"
5894,*peu̯g/g̑-{1},perfect,Italic,lat.,false,pupugī,"stach, verletzte",,,"lat. pepugī, pupugī ‘stach, verletzte’"
5895,1.*peu̯H-,nasal-infix present,Indic,ved.,false,punā́ti,"läutert, macht rein",,,"ved. punā́ti ‘läutert, macht rein’"
5896,1.*peu̯H-,full-grade e-present,Indic,ved.,false,pávate,"wird rein, läutert sich",1,1: Vgl. GOTŌ 207-8.,"ved. pávate ‘wird rein, läutert sich’{1}"
5897,1.*peu̯H-,sigmatic aorist,Indic,ved.,false,apāviṣur,haben geläutert,2,2: Vgl. NARTEN 169.,"ved. apāviṣur ‘haben geläutert’, paviṣṭa ‘hat sich geläutert’{2}"
5898,1.*peu̯H-,sigmatic aorist,Indic,ved.,false,paviṣṭa,hat sich geläutert,,,"ved. apāviṣur ‘haben geläutert’, paviṣṭa ‘hat sich geläutert’{2}"
5899,1.*peu̯H-,éi̯e-causative–iterative,Indic,ved.,false,pāváyati,reinigt,,,"ved. (AVP) pāváyati, (YV) paváyati ‘reinigt’"
5900,1.*peu̯H-,éi̯e-causative–iterative,Indic,YV,false,paváyati,reinigt,,,"ved. (AVP) pāváyati, (YV) paváyati ‘reinigt’"
5901,1.*peu̯H-,éi̯e-causative–iterative,Germanic,ahd.,false,fouwen,sieben,,,"ahd. fouwen, fewen ‘sieben’"
5902,1.*peu̯H-,éi̯e-causative–iterative,Germanic,ahd.,false,fewen,sieben,,,"ahd. fouwen, fewen ‘sieben’"
5903,1.*peu̯H-,perfect,Indic,ved.,false,ápupot,hat gereinigt,4,"4: Zum Aorist umfunktioniert; Aniṭ-Form analogisch bedingt, s. KÜMMEL, Perfekt 306-8, auch zu weiteren, jüngeren Formen.",ved. Plqpf. ápupot ‘hat gereinigt’{4}
5904,2.*peu̯H-{1},zero-grade i̯é-present,Indic,ved. (YV),false,pū́yati,"fault, stinkt",2,"2: Dazu sek. Aorist apūyit JB, s. NARTEN 170.","ved. (YV) pū́yati ‘fault, stinkt’{2}"
5905,2.*peu̯H-{1},zero-grade i̯é-present,Iranian,jav.,false,puiieti-ča,und sie verwesen,,,jav. puiieti-ča ‘und sie verwesen’
5906,2.*peu̯H-{1},zero-grade i̯é-present,Germanic,Ptz.,false,fúinn,verfault,,,?an. *fúa in Ptz. Prät. fúinn ‘verfault’
5907,2.*peu̯H-{1},éi̯e-causative–iterative,Germanic,an.,false,feyja,verfaulen lassen,3,"3: Ohne Resonantengemination, analog. nach Aniṭ-Wurzeln?",an. feyja ‘verfaulen lassen’{3}
5908,2.*peu̯H-{1},nasal present,Baltic,lit.,false,pūnù/pųvù,"faulen, modern, verwesen",,,"lit. pūnù/pųvù, (pū́ti) ‘faulen, modern, verwesen’"
5909,2.*peu̯H-{1},nasal present,Baltic,lit.,false,pū́ti,,,,"lit. pūnù/pųvù, (pū́ti) ‘faulen, modern, verwesen’"
5910,2.*peu̯H-{1},dʰe-present,Greek,gr.,false,πῡ́θομαι,"faule, verwese",4,"4: Dazu fakt. Akt. πῡθω ‘lasse verfaulen, lasse vermodern’.","gr. πῡ́θομαι ‘faule, verwese’{4}"
5911,?*peu̯k-{1},zero-grade i̯é-present,Armenian,arm.,false,pʽčʽem,hauche,2,2: Könnte auch denom. zu pʽowkʽ ‘Hauch’ sein.,arm. pʽčʽem ‘hauche’{2}
5912,?*peu̯t-{1},zero-grade i̯é-present,Baltic,lit.,false,pučiù,"blasen, wehen",,,"lit. pučiù, (pū̃sti) ‘blasen, wehen’"
5913,?*peu̯t-{1},zero-grade i̯é-present,Baltic,lit.,false,pū̃sti,"blasen, wehen",,,"lit. pučiù, (pū̃sti) ‘blasen, wehen’"
5914,?*peu̯t-{1},nasal present,Baltic,lit.,False,puntù,schwellen,sich aufblasen,sich aufblasen,"lit. puntù, (pùsti) ‘schwellen, sich aufblasen’"
5915,?*peu̯t-{1},nasal present,Baltic,lit.,False,pùsti,schwellen,sich aufblasen,sich aufblasen,"lit. puntù, (pùsti) ‘schwellen, sich aufblasen’"
5916,*pi̯eh₂-{1},root aorist,Tocharian,toch.B,false,pyakar,sie schlugen nieder,3,"3: Zum s-Aor. umgebildet (3s *pyāksa). Dazu auch Konj. pyāk-: Inf. pyāktsi, Opt. pyāśi.",[toch.B 3p pyakar ‘sie schlugen nieder’{3}
5917,*pi̯eh₂-{1},amphidynamic root-present,Greek,gr.,false,πταίω,stoße an (intr.),,,[gr. πταίω ‘stoße an (intr.)’; [παίω ‘schlage’{4}
5918,*pi̯eh₂-{1},amphidynamic root-present,Greek,gr.,false,παίω,schlage,4,4: *pau̯i̯e- dissimiliert aus *pi̯au̯i̯e- ← *pi̯a(h₂)u-.,[gr. πταίω ‘stoße an (intr.)’; [παίω ‘schlage’{4}
5919,*pi̯eh₂-{1},amphidynamic root-present,Italic,lat.,false,pauiō,schlagen,5,5: *pau̯ii̯e- dissimiliert aus *pi̯au̯ii̯e- ← *pi̯a(h₂)u-.,"[lat. pauiō, -īre ‘schlagen’{5}"
5920,*pi̯eh₂-{1},amphidynamic root-present,Italic,lat.,false,-īre,schlagen,5,5: *pau̯ii̯e- dissimiliert aus *pi̯au̯ii̯e- ← *pi̯a(h₂)u-.,"[lat. pauiō, -īre ‘schlagen’{5}"
5921,*pi̯eh₂-{1},amphidynamic root-present,Baltic,lit.,false,piáuju,"schneiden, mähen, quälen",,,"[lit. piáuju, (piáuti) ‘schneiden, mähen, quälen’, lett. pļaũju, (pļaũt) ‘mähen, schlagen’"
5922,*pi̯eh₂-{1},amphidynamic root-present,Baltic,lit.,false,piáuti,,,,"[lit. piáuju, (piáuti) ‘schneiden, mähen, quälen’, lett. pļaũju, (pļaũt) ‘mähen, schlagen’"
5923,*pi̯eh₂-{1},amphidynamic root-present,Baltic,lett.,false,pļaũju,"mähen, schlagen",,,"[lit. piáuju, (piáuti) ‘schneiden, mähen, quälen’, lett. pļaũju, (pļaũt) ‘mähen, schlagen’"
5924,*pi̯eh₂-{1},amphidynamic root-present,Baltic,lett.,false,pļaũt,,,,"[lit. piáuju, (piáuti) ‘schneiden, mähen, quälen’, lett. pļaũju, (pļaũt) ‘mähen, schlagen’"
5925,*pi̯eh₂-{1},iterative,Greek,gr.,false,πτοᾶν,zucken und hart anschlagen machen,,,gr. πτοᾶν ‘zucken und hart anschlagen machen’
5926,*pi̯eh₂-{1},s-aorist,Greek,gr.,false,ἔπαισα,schlug,6,"6: Neu zum Präs.; zu παίω wird auch gr. παύω ‘beende’ gestellt (s. *peh₂u̯-), dessen Aor. ἔπαυσα gegenüber ἔπαισα die urspr. Bildung fortsetzen soll; Zusammenstellung der griechischen Formen unter einem Ansatz wird von FRISK II 464, 483 ohne Gegenvorschläge abgelehnt.",gr. ἔπαισα ‘schlug’{6}
5927,*pleh₁-{1},root aorist,Greek,gr.,false,πλῆτο,"wurde voll, füllte sich",4,"4: Wahrscheinlich urspr. aktiv, Umbildung zum Medium nach dem Präsens.","gr. πλῆτο ‘wurde voll, füllte sich’{4}"
5928,*pleh₁-{1},root aorist,Italic,lat.,false,-plēuī,füllte,5,"5: Nach MEISER, l.c. 287 aus einem transitiven aktiven Wurzelaor. *plē-d umgebildet, der seinerseits auf Rückbildung zum Medium *plēto beruhe, das wiederum seine Vollstufe dem urspr. aktiven (intransitiven!) Wurzelaor. verdanke.",[lat. -plēuī ‘füllte’{5}
5929,*pleh₁-{1},i-reduplicated athematic present,Indic,ved.,false,ápiprata,hat sich (den Bauch) gefüllt,6,"6: Setzt aus *piprā- thematisiertes *pípra- voraus; zur Abgrenzung gegen píparti ‘bringt hinüber’ (nur AV einmal auch ‘füllt’, sicher sekundär) vgl. NARTEN, FS PAGLIARO III 139-55 = Kl. Schr. 108-24.",[ved. Ipf. ápiprata ‘hat sich (den Bauch) gefüllt’{6}
5930,*pleh₁-{1},i-reduplicated athematic present,Greek,gr.,false,πίμπλημι,fülle,7,"7: Mit sekundärer Nasalierung; nach MEISER, l.c. 28529 dagegen Ersatzbildung für das NP (das *πάλλε- ergeben hätte) nach dem Vorbild von πίμπρημι, ἵστημι.",[gr. πίμπλημι ‘fülle’{7}
5931,*pleh₁-{1},nasal-infix present,Indic,ved.,false,pr̥ṇā́ti,füllt,8,"8: Auch thematisiert pr̥ṇáti; zu trennen von (stets athem.) pr̥ṇā́ti ‘gibt, schenkt’, s. *perh₃-.",ved. pr̥ṇā́ti ‘füllt’{8}
5932,*pleh₁-{1},nasal-infix present,Iranian,Unknown,false,aav. pərənā,fülle!,9,"9: Endungslose Form oder thematisiert, vgl. KLINGENSCHMITT 253.",aav. pərənā ‘fülle!’{9}
5933,*pleh₁-{1},nasal-infix present,Armenian,arm.,false,lnowm,fülle,10,"10: Mit R(e) nach dem Aorist und Ersatz von altem -na- durch -nu-, vgl. KLINGENSCHMITT 253-4.",[arm. lnowm ‘fülle’{10}
5934,*pleh₁-{1},nasal-infix present,Italic,lat.,false,polleō,"stark sein, vermögen",11,"11: Falls mit MCCONE 21 als Fortsetzung von *pl̥neh₁- zu beurteilen; die intr. Bedeutung dürfte von anderen Bildungen stammen, nach RIX, GS KURYŁOWICZ 40111 von einem Essivpräsens *palē-.","?[lat. polleō, -ēre ‘stark sein, vermögen’{11}"
5935,*pleh₁-{1},nasal-infix present,Celtic,air.,false,do:lin,fließt (über),12,"12: Nach MCCONE 18, 21 < *pli-n-, nach R(e) *plē- für *pal-n- < *pl̥nh₁-; semantisch unmittelbar mit lat. pollēre zu vergleichen. Air. línaid ‘füllt’ ist eher denominativ zu lín ‘volle Zahl, Menge’ als mit KLINGENSCHMITT 253-4 Umbildung des ererbten Nasalpräsens mit sekundärer R(e) und sekundärer ā-Flexion.",?[air. do:lin ‘fließt (über)’{12}
