,web_root,root,abbr,reflex,meaning,notes,A's comments,F translated,G translated
3,sel-5,5. sel-,arm.,solun,"humi serpens, repens",*t-sol- mit Wandel von ts- zu s-,,"crawling, creeping on the ground",*t-sol- with change from ts- to s-
4,sel-5,5. sel-,gr.,ἐιλίποδας βοῦς (Akk.),schleppfüßig,eigentlich 'schleichfüßig',,dragging one's feet,actually 'sneaky'
5,sel-5,5. sel-,gr.,εἰλιτενής ,"Beiwort der Quecke, 'die sich schleichweise ausdehnende'",metr. Dehnungen für ἑλι-,,"Epithet of couch grass, 'the slowly expanding'",metrical elongations for ἑλι-
6,sel-5,5. sel-,alb.,shligë,"Schlange, Natter",,,"Snake, adder",
7,sel-5,5. sel-,air.,selige,"Schildkröte, Schnecke",*seleki̯o-,,"Turtle, snail",*seleki̯o- [UNKNOWN]
8,sel-5,5. sel-,air.,seilche,"Schildkröte, Schnecke",*seleki̯o-,,"Turtle, snail",*seleki̯o- [UNKNOWN]
9,sel-5,5. sel-,air.,*selid,"schleicht, kriecht","Verbalnomen \sleith\ (\*sleth\ aus \*sl̥tā\) 'das Beschleichen einer schlafenden Frau', \intled\ f. 'Fallstrick' (\*ind-ṡleth\)",,"sneaks, crawls","Verbal noun \sleith\ (\*sleth\ from \*sl̥tā\) 'the creeping up on a sleeping woman', \intled\ f. 'snare' (\*ind-ṡleth\)"
10,sel-5,5. sel-,nir.,seilide,Schnecke,air. \*selit\ aus \*sel-n̥tī\,,Snail,air. *selit\ from *sel-n̥tī\
11,sel-5,5. sel-,lit.,"selù, selė́ti","schleichen, leise auftreten",,,"to creep, walk quietly",
,,,,,,,,,
0,sem-1,1. sem-,gr.,ἀμάομαι,sammle,,,collect/gather,
1,sem-1,1. sem-,gr.,ἄμη,Wassereimer,"f.; daraus lat. \ama\ 'Feuereimer', woraus mhd. \ame\, \ome\, nhd. \Ohm\ 'Flüssigkeitsmaß'",,Water bucket,"f.; from Latin \ama\ 'fire bucket', from which Middle High German \ame\, \ome\, New High German \Ohm\ 'liquid measure'"
2,sem-1,1. sem-,gr.,ἀμίς,Nachttopf,f.,,Chamber pot,f. [UNKNOWN]
3,sem-1,1. sem-,gr.,ἀμνίον,Opferschale,n.,,Offering bowl,n. [UNKNOWN]
4,sem-1,1. sem-,gr.,ἄμαλλα,Garbe,ἄμιλλα,,Sheaf,ἄμιλλα [UNKNOWN]
5,sem-1,1. sem-,gr.,"ἄντλος, -ον","Haufen, Schiffsraum, Kielwasser","nach Benveniste BSL. 50, 39 zu hitt. \ḫan-\ 'giessen'",,"Pile, ship space, wake","according to Benveniste BSL. 50, 39 to hitt. \ḫan-\ 'pour'"
6,sem-1,1. sem-,illyr.,Semnus,FlN (Lucanien),,,FlN (Lucanian),
7,sem-1,1. sem-,lat.,sentīna,"Kielwasser, Schiffsjauche",,,"Wake, ship's excrement",
8,sem-1,1. sem-,lat.,sentīnō,"schöpfe das Wasser aus, habe meine Not",,,"I scoop the water out, have my distress",
9,sem-1,1. sem-,air.,sem-,ausgießen,"in \to-eks-sem-\ 'ausgießen', \to-uks-sem-\ 'zeugen, erzeugen'",,to pour out,"in \to-eks-sem-\ 'pour out', \to-uks-sem-\ 'beget, generate'"
10,sem-1,1. sem-,air.,teistiu,Ausgießen,Verbalnomen,,Pour,Verbal noun
11,sem-1,1. sem-,air.,tuistiu,"Zeugung, Schöpfung","\to-uks-sem-tiō\ usw.; vgl. auf Grund einer abstufenden Flexion \-tiō(n)-\ : \-tīn-es\ oben lat. \sentīna\ (ursprüngl. Adj., scil. \aqua\)",,"Conception, creation","\tō-uks-sem-tiō\ etc.; compare based on a declining inflection \-tiō(n)-\ : \-tīn-es\ above Latin \sentīna\ (originally an adjective, namely \aqua\)"
12,sem-1,1. sem-,abret.,do-uo-hinnom,austum,mit \-d-\ weitergebildet \send-\,,austing,developed further with \-d-; \send-\
13,sem-1,1. sem-,cymr.,gwe-hynnu,"schöpfen, ausleeren",,,"scoop, empty",
14,sem-1,1. sem-,lit.,"semiù, sémti",schöpfen,,,to scoop,
15,sem-1,1. sem-,lit.,sámtis,Schöpflöffel,,,Ladle,
16,sem-1,1. sem-,lett.,"smel̨u, smel̂t",schöpfen,mit \-el-\Weiterbildung,,to scoop,with \-el-\ further education
0,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",ai.,suváti,"setzt in Bewegung, erregt, belebt",,,"sets in motion, excites, enlivens",
1,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",ai.,sutá-,"veranlaßt, angetrieben",,,"caused, driven",
2,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",ai.,prá-sūta-,"in Bewegung gebracht, angetrieben, entsendet",,,"set in motion, driven, dispatched",
3,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",ai.,nr̥-sūta-,von Männern angetrieben,,,driven by men,
4,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",ai.,prá-sūti-,Regung,,,Emotion,
5,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",ai.,savá-,"Antrieb, Anregung, Befehl, Belebung; der Anreger, Befehlende",,,"Drive, stimulation, command, invigoration; the stimulator, the one commanding.",
6,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",ai.,sávīmani,"auf Antrieb, auf Geheiß",Lok.,,"on impulse, on command",Lok.
7,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",ai.,savitár-,"Antreiber, Erreger; der Gott Savitar",,,"Driver, Energizer; the god Savitar",
8,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",av.,hav,in Bewegung setzen,,,set in motion,
9,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",av.,hunāiti,"verschafft, sucht zu verschaffen",,,"causes, seeks to cause",
10,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",av.,hvąnmahi,wir suchen zu verschaffen,\*su̯-en-\,,we seek to obtain,\*su̯-en-\ [UNKNOWN]
11,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",av.,apavanvainti,sie lenken ab,\*su̯-en-u̯-\,,they distract,"\*su̯-en-u̯-\"" [UNKNOWN]"
12,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",av.,mainyu-šūta-,vom Geist getrieben,,,driven by the spirit,
13,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",av.,hvōišta-,"der höchste, beste; älteste",,,"the highest, the best; the oldest",
14,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",air.,sō(a)id,"dreht, kehrt",\*sōu̯-ei̯e-ti\,,"turns, returns","*sōu̯-ei̯e-ti\"" [UNKNOWN]"
15,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",air.,ess-ro-so-,mißlingen,*hinwegdrehen,,fail,*turn away
16,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",air.,sua(i)nem,"Strick, Schnur","m., \*seu-n-i̯a-mō\",,"Rope, String","m., *seu-n-i̯a-mō\ [UNKNOWN]"
17,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",lit.,siaũras,"schmal, eng",\*seu-ro-\,,"narrow, tight","*seu-ro-"" [UNKNOWN]"
18,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",hitt.,šuu̯āi-,"stoßen, drängen",,,"push, urge",
19,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",osset.,xurx,"Molken, Käsewasser",\*sukra-\; lit. \sukrùs\ *'was sich leicht dreht',,"Whey, cheese water",\*sukra-\; lit. \sukrùs\ *'what turns easily'
20,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",lit.,sunkalai,Molken,,,Whey,
21,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",lit.,pã-sukos,Molken,,,Whey,
22,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",lit.,"sukù, suk̃ti","drehen, wenden",,,"turn, twist",
23,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",lit.,sukrùs,"beweglich, flink",,,"mobile, agile",
24,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",lit.,apsùkalas,Türangel,,,Door hinge,
25,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",lett.,sukt,entwischen,,,to escape/ to slip away,
26,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",lett.,sukata,Drehkrankheit,,,Motion sickness,
27,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",russ.,"sku, skatъ","zwirnen, zusammendrehen, aufwickeln","slav. \*sъkǫ\, \*sъkati\ (Prät.-St. \*sukā-\)",,"twisting, folding together, winding up","slav. *sъkǫ, *sъkati (past tense form *sukā-)"
28,seu-3 : su- : seu̯ə- : sū-,"3. seu- : su-, seu̯ə- : sū-",ksl.,sukati,drehen,"ablaut.; umgebildet aus \*soukei̯e-\, vgl. russ. \sučítь\",,to turn,"ablaut.; derived from \*soukei̯e-\, cf. Russian \sučítь\"
,,,,,,,,,
0,"seu̯ə-, sū-","seu̯ə-, sū-",gr.,ἐάω,lasse,*ἐϝάω; Fut. ἐά̄σω; Aor. ἔιᾱσα (zu *ἐῖα),,let/allow,*ἐϝάω; Fut. ἐά̄σω; Aor. ἔιᾱσα (from *ἐῖα)
1,"seu̯ə-, sū-","seu̯ə-, sū-",gr.,ἔβασον,"ἕασον. Συρακούσιοι, εὖα = ἔα",Hes.,,"Rest. Syracusians, rejoice = go",Hes. [UNKNOWN]
,,,,,,,,,
3,"seu̯ə-, sū-","seu̯ə-, sū-",ahd.,vir-sūmen,versäumen,,,to miss/to fail to do something,
4,"seu̯ə-, sū-","seu̯ə-, sū-",nhd.,säumen,säumen,,,to line/edge,
5,"seu̯ə-, sū-","seu̯ə-, sū-",nhd.,ver-säumen,versäumen,"(wäre Denominativ eines \*sū-mó-s\ 'nachlassend, säumend')",,to miss/to fail to do something,"(would be a denominative of *sū-mó-s 'diminishing, delaying')"
0,seu̯i̯o-,seu̯i̯o-,ai.,savyá-,link,,,link,
1,seu̯i̯o-,seu̯i̯o-,av.,haoya-,link,,,link,
2,seu̯i̯o-,seu̯i̯o-,aksl.,šujь,link,,,link,
3,seu̯i̯o-,seu̯i̯o-,aksl.,šuja,link,f.,,link,f. [UNKNOWN]
0,si̯ē[u]-ro-: si̯ə-ur(i̯o)-,si̯ē[u]-ro- : si̯ə-ur(i̯o)-,ai.,syālá-,Bruder der Frau,,,Brother of the woman,
1,si̯ē[u]-ro-: si̯ə-ur(i̯o)-,si̯ē[u]-ro- : si̯ə-ur(i̯o)-,serb.-ksl.,šurь,brother-in-law,,,Brother-in-law,
2,si̯ē[u]-ro-: si̯ə-ur(i̯o)-,si̯ē[u]-ro- : si̯ə-ur(i̯o)-,serb.,šûra,brother-in-law,,,Brother-in-law,
3,si̯ē[u]-ro-: si̯ə-ur(i̯o)-,si̯ē[u]-ro- : si̯ə-ur(i̯o)-,aruss.,šúrin,brother-in-law,"Plural: \šúrьja\, vgl. \bratьja\",,Brother-in-law,"Plural: \šúrьja\, vgl. \bratьja\"
4,si̯ē[u]-ro-: si̯ə-ur(i̯o)-,si̯ē[u]-ro- : si̯ə-ur(i̯o)-,russ.,šúrin,brother-in-law,"Plural: \šúrьja\, vgl. \bratьja\",,Brother-in-law,"Plural: \šúrьja\, vgl. \bratьja\"
0,sk̂ed-,sk̑ed-,ai.,chadati,"bedeckt, verbirgt",unbelegt,,"covers, conceals",unoccupied
1,sk̂ed-,sk̑ed-,ai.,chādáyati,"bedeckt, verbirgt",,,"covers, conceals",
2,sk̂ed-,sk̑ed-,ai.,chattra-m,Schirm,,,Umbrella.,
3,sk̂ed-,sk̑ed-,ai.,chadíṣ-,"Decke, Dach",n.,,"Ceiling, roof",n. [UNKNOWN]
4,sk̂ed-,sk̑ed-,av.,sādayantī-,ein Kleidungsstück,skyth. Hose?,,a piece of clothing,skyth. trousers?
5,sk̂ed-,sk̑ed-,afghan.,psōləl,"to put on, wear",\*pati-upa-sad-\,,"to put on, wear","\*pati-upa-sad-\"" [UNKNOWN]"
6,sk̂ed-,sk̑ed-,ahd.,hāz,"Rock, Kleidung",m.,,"Skirt, clothing",m.
7,sk̂ed-,sk̑ed-,mhd.,hǣze,"Rock, Kleidung",n.,,"Skirt, clothing",n. [UNKNOWN]
8,sk̂ed-,sk̑ed-,ags.,hǣteru,Kleider,nom. pl. n.,,Clothes,nom. pl. n. [UNKNOWN]
0,"skē̆i-bh-, -p-, nasaliert ski-m-bh-","skē̆i-bh-, nasalized ski-m-bh-",aisl.,skeifr,schief,\*skoipo-\,,crooked,*\skoipo-\ [UNKNOWN]
1,"skē̆i-bh-, -p-, nasaliert ski-m-bh-","skē̆i-bh-, nasalized ski-m-bh-",ags.,scāf,schief,in \scāffōt\ 'schieffüßig',,crooked,in \scāffōt\ 'schieffüßig' [UNKNOWN]
2,"skē̆i-bh-, -p-, nasaliert ski-m-bh-","skē̆i-bh-, nasalized ski-m-bh-",ags.,scāb,schief,,,crooked,
3,"skē̆i-bh-, -p-, nasaliert ski-m-bh-","skē̆i-bh-, nasalized ski-m-bh-",mnd.,schēf,schief,nhd. dial. \scheif\,,crooked,nhd. dial. \scheif\ [UNKNOWN]
4,"skē̆i-bh-, -p-, nasaliert ski-m-bh-","skē̆i-bh-, nasalized ski-m-bh-",mhd.,schief,schief,"\*skēipo-\, md. nd.",,crooked,"\*skēipo-\, md. nd. [UNKNOWN]"
5,"skē̆i-bh-, -p-, nasaliert ski-m-bh-","skē̆i-bh-, nasalized ski-m-bh-",hess.-fränk.,schepp,schief,germ. \*skibba-\,,crooked,germ. \*skibba-\ [UNKNOWN]
6,"skē̆i-bh-, -p-, nasaliert ski-m-bh-","skē̆i-bh-, nasalized ski-m-bh-",mhd.,schipfes,quer,"Adv., germ. \*skippa-\",,across,"Adv., German *skippa- [UNKNOWN]"
7,"skē̆i-bh-, -p-, nasaliert ski-m-bh-","skē̆i-bh-, nasalized ski-m-bh-",gr.,σκιμβός,lahm,nasaliert,,lame,nasated [UNKNOWN]
8,"skē̆i-bh-, -p-, nasaliert ski-m-bh-","skē̆i-bh-, nasalized ski-m-bh-",gr.,σκιμβάζειν,hinken,nasaliert,,to limp,nasated [UNKNOWN]
,,,,,,,,,
10,"skē̆i-bh-, -p-, nasaliert ski-m-bh-","skē̆i-bh-, nasalized ski-m-bh-",mhd.,schie-f,"schief, link","steht neben \schǣhe\ und \schie-c\; erweitert aus \skē̆i-\, vgl. \*skai-u̯o-s\ (\*skəi-u̯o-s\)",,"crooked, left","stands next to \schǣhe\ and \schie-c\; expanded from \skē̆i-\, cf. \*skai-u̯o-s\ (\*skəi-u̯o-s\)"
11,"skē̆i-bh-, -p-, nasaliert ski-m-bh-","skē̆i-bh-, nasalized ski-m-bh-",norw.,skina,biesen,zur unerweiterten Wz.,,bias,to the unextended root
12,"skē̆i-bh-, -p-, nasaliert ski-m-bh-","skē̆i-bh-, nasalized ski-m-bh-",norw.,skjena,biesen,zur unerweiterten Wz.,,bias,to the unextended root
13,"skē̆i-bh-, -p-, nasaliert ski-m-bh-","skē̆i-bh-, nasalized ski-m-bh-",aschwed.,skena,durchgehen,vom Pferde,,go through,from the horse
14,"skē̆i-bh-, -p-, nasaliert ski-m-bh-","skē̆i-bh-, nasalized ski-m-bh-",norw.,skeina,schief zur Seite fliegen,ablaut.,,fly sideways,ablaut. [UNKNOWN]
0,(s)k̂el-,(s)k̑el-,ai.,śalabha-,Heuschrecke,m.,,Grasshopper,m.
1,(s)k̂el-,(s)k̑el-,ai.,śalúna-,ein bestimmtes Insekt,m.,,a specific insect,m.
2,(s)k̂el-,(s)k̑el-,ai.,śālūra-,Frosch,m.,,Frog,m.
3,(s)k̂el-,(s)k̑el-,mhd.,schel,"springend, auffahrend, aufgebracht",,,"jumping, crashing, agitated",
4,(s)k̂el-,(s)k̑el-,mhd.,schellec,"springend, zornig, wild",,,"jumping, angry, wild.",
5,(s)k̂el-,(s)k̑el-,ahd.,scelo,Schellhengst ('Bespringer'),,,Quick stallion ('mounter'),
6,(s)k̂el-,(s)k̑el-,nhd.,schälen,bespringen,,,to mount/to jump on,
7,(s)k̂el-,(s)k̑el-,mhd.,schelch,Bockhirsch,,,Stag,
8,(s)k̂el-,(s)k̑el-,aisl.,skelkr,Furcht als '*erschreckt auffahrend',,,Fear as '*startled jumping up',
9,(s)k̂el-,(s)k̑el-,got.,skalks,"Diener (vermutet man eine Grundbed. 'Springer, Laufbursche')",Dissimil. aus \*skal-[s]kas-\,,"Servant (assumed to be a basic requirement of 'runner, errand boy')",Dissimil. from \*skal-[s]kas-\
10,(s)k̂el-,(s)k̑el-,lit.,šuolỹs,Galopp,,,Gallop,
11,(s)k̂el-,(s)k̑el-,lett.,suôlis,Schritt,,,Step,
0,skhel-,skhel-,ai.,skhálatē,"stolpert, schwankt, geht fehl",,,"stumbles, wavers, goes wrong",
1,skhel-,skhel-,ai.,skhalita-,"taumelnd fehlgegangen; woran etwas fehlt, zu wenig",,,"stumbling failure; what is lacking, too little",
2,skhel-,skhel-,arm.,sxalem,"strauchle, irre, sündige, verfehle; werde verfehlt, vermißt, hinfällig; tue eine Fehlgeburt",,,"stumble, stray, sin, miss; be missed, lost, invalidated; have a miscarriage",
3,skhel-,skhel-,arm.,sxalim,"strauchle, irre, sündige, verfehle; werde verfehlt, vermißt, hinfällig; tue eine Fehlgeburt",,,"stumble, stray, sin, miss; be missed, lost, invalidated; have a miscarriage",
4,skhel-,skhel-,arm.,sxal,"Fehler, Irrtum, Mangel; fehlerhaft, mangelnd, zu wenig",,,"Error, mistake, lack; faulty, deficient, insufficient",
5,skhel-,skhel-,arm.,sxalak,taumelnd (im Rausch),,,staggering (in a drunken state),
0,(s)kep-1,1. (s)kep-,gr.,"σκέπας, -αος","Decke, Hülle, Schutzdach",n.,,"Ceiling, cover, protective roof",n. [UNKNOWN]
1,(s)kep-1,1. (s)kep-,ion. gr.,σκέπη,"Decke, Schutz, Schirm",f.,,"Blanket, protection, umbrella",f. [UNKNOWN]
,(s)kep-1,1. (s)kep-,att. gr.,σκέπη,"Decke, Schutz, Schirm",f.,,"Blanket, protection, umbrella",f. [UNKNOWN]
2,(s)kep-1,1. (s)kep-,gr.,σκεπάζω,"bedecke, verhülle, schütze",,,"cover, conceal, protect",
3,(s)kep-1,1. (s)kep-,gr.,σκεπάω,"bedecke, verhülle, schütze",,,"cover, conceal, protect",
4,(s)kep-1,1. (s)kep-,gr.,σκέπω,"bedecke, verhülle, schütze",,,"cover, conceal, protect",
5,(s)kep-1,1. (s)kep-,lit.,kepùrė,Mütze,,,Cap,
6,(s)kep-1,1. (s)kep-,lett.,cepure,"Mütze, Hut; Bedeckung der Kornhaufen auf dem Felde",,,"Cap, hat; covering for the haystacks in the field.",
7,(s)kep-1,1. (s)kep-,russ.,čepéc,Haube,,,Hood,
0,(s)ker-1,1. (s)ker-,norw. schwed.,skare,hart gefrorene Kruste auf dem Schnee,,,hard frozen crust on the snow,
1,(s)ker-1,1. (s)ker-,russ.,skorá,"Haut, Tierhaut",,,"Skin, animal skin",
2,(s)ker-1,1. (s)ker-,norw. dial.,skarka,gefrorene Kruste,mit Gutt.-Erweiterung,,frozen crust,with Gutt. expansion
3,(s)ker-1,1. (s)ker-,norw. dial.,skjerkna,durch Kälte hart werden,mit Gutt.-Erweiterung,,to toughen up through coldness.,with Gutt. expansion
4,(s)ker-1,1. (s)ker-,norw. dial.,skrekling,Schwächling,mit Gutt.-Erweiterung,,Weakling,with Gutt. expansion
5,(s)ker-1,1. (s)ker-,norw. dial.,skrakal,"gebrechlich, kränklich",mit Gutt.-Erweiterung,,"frail, sickly",with Gutt. expansion
6,(s)ker-1,1. (s)ker-,nd.,schräkel,verkrüppeltes Wesen,mit Gutt.-Erweiterung,,crippled being,with Gutt. expansion
7,(s)ker-1,1. (s)ker-,mhd.,"waltschrechel, -schreckel","Kobold, Faun",mit Gutt.-Erweiterung,,"Kobold, Faun",with Gutt. expansion
8,(s)ker-1,1. (s)ker-,norw.,skråna,verschrumpfen,\*skrahnan\; mit Gutt.-Erweiterung,,shrink,\*skrahnan\; with Gutt.-extension
9,(s)ker-1,1. (s)ker-,norw.,skråen,trocken,mit Gutt.-Erweiterung,,dry,with Gutt. expansion
10,(s)ker-1,1. (s)ker-,mnd.,schrā,"dürr, mager",\*skrēha-\; mit Gutt.-Erweiterung,,"thin, lean",\*skrēha-\; with Guttural extension
11,(s)ker-1,1. (s)ker-,nhd.,schrāh,"dürr, mager",mit Gutt.-Erweiterung; Nord-Franken,,"thin, lean",with Gutt. expansion; North Franconian
12,(s)ker-1,1. (s)ker-,nhd.,schrähelin,"zauberisches Wesen, Wichtlein",mit Gutt.-Erweiterung; Oberpfalz,,"magical creature, little gnome",with Gutt.-expansion; Upper Palatinate
13,(s)ker-1,1. (s)ker-,aisl.,skrǣling(j)ar,Eskimos,Pl.; /*skrēhila-/; mit Gutt.-Erweiterung,,Eskimos,Pl.; /*skrēhila-/; with Guttural Extension
14,(s)ker-1,1. (s)ker-,norw.,skrælen,erbärmlich,mit Gutt.-Erweiterung,,pathetic,with Gutt. expansion
15,(s)ker-1,1. (s)ker-,isl.,skrælna,schrumpfen,mit Gutt.-Erweiterung,,to shrink,with Gutt. expansion
16,(s)ker-1,1. (s)ker-,ostfries.,verschrālen,schrumpfen,mit Gutt.-Erweiterung,,to shrink,with Gutt. expansion
17,(s)ker-1,1. (s)ker-,aisl.,skrā,Stück dürren Leders usw.,f.; \skrahō\; mit Gutt.-Erweiterung,,"Piece of dry leather, etc.",f.; \skrahō\; with Gutt.-extension
18,(s)ker-1,1. (s)ker-,norw. dial.,skranta,mager werden,mit Dental-Erweiterung,,become thin,with dental expansion
19,(s)ker-1,1. (s)ker-,mhd.,schraz,Kobold,mit Dental-Erweiterung,,Goblin,with dental expansion
20,(s)ker-1,1. (s)ker-,ahd.,scrato,"larvae, lares mali, pilosus","mit Dental-Erweiterung, germ. \d\",,"larvae, apple spirits, hairy","with dental extension, Germ. \d\"
21,(s)ker-1,1. (s)ker-,nhd.,Wald-schratt,Waldschratt,"mit Dental-Erweiterung, germ. \d\",,Forest gnome,"with dental extension, Germ. \d\"
22,(s)ker-1,1. (s)ker-,aisl.,skratti,"monstrum, Zauberer","mit Dental-Erweiterung, germ. \tt\",,"monster, wizard","with dental expansion, Germanic \tt\"
23,(s)ker-1,1. (s)ker-,schwed.,skratte,"Kobold, Gespenst","mit Dental-Erweiterung, germ. \tt\",,"Goblin, ghost","with dental expansion, Germanic \tt\"
24,(s)ker-1,1. (s)ker-,ahd.,"scraz, screz",Kobold,"mit Dental-Erweiterung, germ. \tt\",,Goblin,"with dental expansion, Germanic \tt\"
25,(s)ker-1,1. (s)ker-,mhd.,"schraz, schrez",Kobold,"mit Dental-Erweiterung, germ. \tt\",,Goblin,"with dental expansion, Germanic \tt\"
26,(s)ker-1,1. (s)ker-,nhd. bair.,schrätz,im Wachstum zurückgebliebener Mensch,"mit Dental-Erweiterung, germ. \tt\",,person with growth retardation,"with dental expansion, Germanic \tt\"
27,(s)ker-1,1. (s)ker-,norw.,skrinn,"dürr, mager, unfruchtbar",\*skrenþa-\; mit Dental-Erweiterung,,"thin, lean, infertile",*skrenþa-\; with dental extension
28,(s)ker-1,1. (s)ker-,norw.,skreda,Schwächling,mit Dental-Erweiterung,,Weakling,with dental expansion
29,(s)ker-1,1. (s)ker-,mnd.,schrāde,"dünn, mager, kümmerlich",mit Dental-Erweiterung,,"thin, skinny, meager",with dental expansion
30,(s)ker-1,1. (s)ker-,lit.,"skrentù, skręsti",sich mit einer trockenen Kruste beziehen,mit Dental-Erweiterung,,to cover with a dry crust,with dental expansion
31,(s)ker-1,1. (s)ker-,aisl.,skrǫggr,Fuchs,eine bloß im Germ. vorliegende \u\-Basis,,Fox,a \u\-base that is only present in German.
32,(s)ker-1,1. (s)ker-,norw.,skrogg,Wolf,eine bloß im Germ. vorliegende \u\-Basis,,Wolf,a \u\-base that is only present in German.
33,(s)ker-1,1. (s)ker-,isl.,skröggur,Greis,eine bloß im Germ. vorliegende \u\-Basis,,Old man,a \u\-base that is only present in German.
34,(s)ker-1,1. (s)ker-,schwed. dial.,skragge,Teufel,eine bloß im Germ. vorliegende \u\-Basis,,Devil,a \u\-base that is only present in German.
35,(s)ker-1,1. (s)ker-,mhd.,schröuwel,Teufel,eine bloß im Germ. vorliegende \u\-Basis,,Devil,a \u\-base that is only present in German.
36,(s)ker-1,1. (s)ker-,aisl.,skriūpr,"gebrechlich, mürbe",eine bloß im Germ. vorliegende \u\-Basis,,"fragile, feeble",a \u\-base that is only present in German.
37,(s)ker-1,1. (s)ker-,aisl.,hrūðr,Schorf,m.; Dentalerweiterung,,Scab,m.; dental extension.
38,(s)ker-1,1. (s)ker-,as.,hrūtho,Schorf,m.; Dentalerweiterung,,Scab,m.; dental extension.
39,(s)ker-1,1. (s)ker-,ahd.,"rūda, riudī","Raude, Räude",Dentalerweiterung,,"Mange, scabies",Dental expansion
40,(s)ker-1,1. (s)ker-,aisl.,skrydda,geschrumpfte Haut,Dentalerweiterung,,shrunken skin,Dental expansion
41,(s)ker-1,1. (s)ker-,alit.,skraudùs,"brüchig, rauh",Dentalerweiterung,,"brittle, rough",Dental expansion
42,(s)ker-1,1. (s)ker-,alit.,"skraudù, skraùsti",rauh werden,Dentalerweiterung,,to become rough,Dental expansion
43,(s)ker-1,1. (s)ker-,lit.,"krenkù, krèkti",gerinnen,als `einschrumpfen'? uncertain if belongs here,,to coagulate/curdle,als `einschrumpfen'? uncertain if belongs here [UNKNOWN]
44,(s)ker-1,1. (s)ker-,lett.,"krecēt, -ties",gerinnen,als `einschrumpfen'? uncertain if belongs here,,to coagulate/curdle,als `einschrumpfen'? uncertain if belongs here [UNKNOWN]
45,(s)ker-1,1. (s)ker-,lett.,kręcumi,"Überbleibsel, Froschlaich",als `einschrumpfen'? uncertain if belongs here,,"Remnants, frogspawn",als `einschrumpfen'? uncertain if belongs here [UNKNOWN]
0,"(s)ker-dh-, (s)k↓↓o↓↓r-dh-","(s)ker-dh-, (s)kor-dh-",ai.,kr̥dhú-,"verkürzt, verstümmelt, klein, mangelhaft","Komparativ \kradhīyaṁs-\, Superlativ \kradhiṣṭha-\",,"shortened, mutilated, small, deficient","Comparative \kradhīyaṁs-, superlative \kradhiṣṭha-\"
1,"(s)ker-dh-, (s)k↓↓o↓↓r-dh-","(s)ker-dh-, (s)kor-dh-",ai.,á-skr̥dhōyu-,"nicht verkürzt, nicht kärglich",,,"not shortened, not meager",
2,"(s)ker-dh-, (s)k↓↓o↓↓r-dh-","(s)ker-dh-, (s)kor-dh-",gr.,σκυρθάλιος,νεανίσκος,Hes.,,young man,Hes. [UNKNOWN]
3,"(s)ker-dh-, (s)k↓↓o↓↓r-dh-","(s)ker-dh-, (s)kor-dh-",gr.,σκύρθαξ,"μεῖραξ, ἔφηβος",Hes.,,"sparhawk, adolescent",Hes. [UNKNOWN]
